# log10(y)    mass[MeV]    Nhits
-13.3  5  2.176189e-19
-13.7  5  9.975839e-15
-14  5  6.457265e-11
-14.3  5  6.076502e-08
-14.7  5  9.767545e-06
-15  5  4.793713e-04
-15.3  5  8.965768e-03
-15.7  5  5.971338e-02
-16  5  2.132883e-01
-16.3  5  6.679393e-01
-16.7  5  7.627749e-01
-17  5  1.138043e+00
-17.3  5  1.097557e+00
-17.7  5  1.319905e+00
-18  5  1.346648e+00
-18.3  5  1.351614e+00
-18.7  5  1.251584e+00
-19  5  1.369780e+00
-19.3  5  1.312109e+00
-19.7  5  8.755599e-01
-20  5  7.455703e-01
-20.3  5  6.347509e-01
-20.7  5  3.836792e-01
-21  5  2.404679e-01
-21.3  5  9.911568e-02
-21.7  5  1.977551e-02
-2.200000e+01  5.000000e+00  0.0
-13.3  6  1.702689e-15
-13.7  6  1.096755e-11
-14  6  7.837211e-09
-14.3  6  2.879418e-06
-14.7  6  1.909650e-04
-15  6  4.037897e-03
-15.3  6  5.226640e-02
-15.7  6  2.040141e-01
-16  6  6.641343e-01
-16.3  6  1.286572e+00
-16.7  6  1.666750e+00
-17  6  1.815292e+00
-17.3  6  3.292184e+00
-17.7  6  2.836849e+00
-18  6  2.500272e+00
-18.3  6  1.833807e+00
-18.7  6  1.272420e+00
-19  6  1.068842e+00
-19.3  6  8.674692e-01
-19.7  6  5.523135e-01
-20  6  4.858037e-01
-20.3  6  4.253572e-01
-20.7  6  2.193121e-01
-21  6  8.839494e-02
-21.3  6  2.466673e-02
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  1.432260e-11
-13.7  8  9.685491e-09
-14  8  1.616417e-06
-14.3  8  1.419905e-04
-14.7  8  3.133690e-03
-15  8  4.659060e-02
-15.3  8  2.531663e-01
-15.7  8  6.982626e-01
-16  8  1.454947e+00
-16.3  8  2.322733e+00
-16.7  8  2.093561e+00
-17  8  3.762224e+00
-17.3  8  4.672711e+00
-17.7  8  4.273153e+00
-18  8  3.211224e+00
-18.3  8  2.374576e+00
-18.7  8  1.207272e+00
-19  8  7.289079e-01
-19.3  8  4.077867e-01
-19.7  8  1.839400e-01
-20  8  1.368721e-01
-20.3  8  7.754019e-02
