# log10(y)    mass[MeV]    Nhits
-13.3  5  6.416561e-17
-13.7  5  1.538347e-12
-14  5  5.608471e-09
-14.3  5  3.114695e-06
-14.7  5  2.993475e-04
-15  5  8.740194e-03
-15.3  5  9.784078e-02
-15.7  5  4.022897e-01
-16  5  9.350751e-01
-16.3  5  2.046732e+00
-16.7  5  1.750167e+00
-17  5  2.123590e+00
-17.3  5  1.866748e+00
-17.7  5  1.844727e+00
-18  5  2.014322e+00
-18.3  5  2.590286e+00
-18.7  5  3.209812e+00
-19  5  4.406679e+00
-19.3  5  4.830296e+00
-19.7  5  3.563005e+00
-20  5  3.279546e+00
-20.3  5  3.007143e+00
-20.7  5  1.884877e+00
-21  5  1.203563e+00
-21.3  5  5.126612e-01
-21.7  5  1.068139e-01
-2.200000e+01  5.000000e+00  0.0
-13.3  6  1.775328e-15
-13.7  6  2.790199e-11
-14  6  4.820662e-08
-14.3  6  3.231930e-05
-14.7  6  2.825461e-03
-15  6  6.256236e-02
-15.3  6  7.243091e-01
-15.7  6  2.296048e+00
-16  6  5.844095e+00
-16.3  6  8.775721e+00
-16.7  6  9.084923e+00
-17  6  8.959261e+00
-17.3  6  1.198321e+01
-17.7  6  8.645858e+00
-18  6  6.576858e+00
-18.3  6  4.206186e+00
-18.7  6  2.636864e+00
-19  6  2.131579e+00
-19.3  6  1.729822e+00
-19.7  6  1.130126e+00
-20  6  1.021075e+00
-20.3  6  9.100580e-01
-20.7  6  4.741505e-01
-21  6  1.942459e-01
-21.3  6  5.534343e-02
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  1.148163e-11
-13.7  8  5.918867e-09
-14  8  8.863317e-07
-14.3  8  8.864055e-05
-14.7  8  3.278071e-03
-15  8  9.790554e-02
-15.3  8  9.844732e-01
-15.7  8  4.096294e+00
-16  8  1.072907e+01
-16.3  8  1.867252e+01
-16.7  8  1.695348e+01
-17  8  2.873940e+01
-17.3  8  3.236944e+01
-17.7  8  2.706704e+01
-18  8  1.846051e+01
-18.3  8  1.235052e+01
-18.7  8  5.774849e+00
-19  8  3.211277e+00
-19.3  8  1.633250e+00
-19.7  8  6.832757e-01
-20  8  4.838741e-01
-20.3  8  2.661069e-01
-20.7  8  6.425252e-02
-21  8  1.179935e-02
-2.130000e+01  8.000000e+00  0.0
-2.170000e+01  8.000000e+00  0.0
-2.200000e+01  8.000000e+00  0.0
-13.3  9  2.563060e-09
-13.7  9  4.981132e-07
-14  9  2.904748e-05
-14.3  9  1.090154e-03
-14.7  9  1.677693e-02
-15  9  2.870973e-01
-15.3  9  2.661693e+00
-15.7  9  7.946925e+00
-16  9  1.594211e+01
-16.3  9  1.919226e+01
-16.7  9  3.099335e+01
-17  9  4.843230e+01
-17.3  9  4.656053e+01
-17.7  9  3.293577e+01
-18  9  2.433817e+01
-18.3  9  1.559488e+01
-18.7  9  7.137682e+00
-19  9  3.819805e+00
-19.3  9  2.172719e+00
-19.7  9  1.159491e+00
-20  9  6.077234e-01
-20.3  9  1.854621e-01
-20.7  9  2.805645e-02
-2.100000e+01  9.000000e+00  0.0
-2.130000e+01  9.000000e+00  0.0
-2.170000e+01  9.000000e+00  0.0
-2.200000e+01  9.000000e+00  0.0
-13.3  11  3.863490e-07
-13.7  11  2.295220e-05
-14  11  6.689871e-04
-14.3  11  7.711371e-03
-14.7  11  6.588377e-02
-15  11  6.004246e-01
-15.3  11  3.184327e+00
-15.7  11  7.245207e+00
-16  11  1.000005e+01
-16.3  11  2.762826e+01
-16.7  11  3.099440e+01
-17  11  4.893205e+01
