# log10(y)    mass[MeV]    Nhits
-13.3  5  1.404728e-18
-13.7  5  3.944979e-14
-14  5  1.754042e-10
-14.3  5  1.338974e-07
-14.7  5  2.151333e-05
-15  5  1.246081e-03
-15.3  5  3.032825e-02
-15.7  5  2.766375e-01
-16  5  1.365599e+00
-16.3  5  5.750443e+00
-16.7  5  8.484561e+00
-17  5  1.532303e+01
-17.3  5  1.610959e+01
-17.7  5  2.322867e+01
-18  5  2.308584e+01
-18.3  5  1.907271e+01
-18.7  5  1.228288e+01
-19  5  8.458218e+00
-19.3  5  5.393617e+00
-19.7  5  2.426149e+00
-20  5  1.428312e+00
-20.3  5  8.136985e-01
-20.7  5  3.981606e-01
-21  5  2.232567e-01
-21.3  5  7.535244e-02
-21.7  5  1.150690e-02
-2.200000e+01  5.000000e+00  0.0
-13.3  6  1.987640e-14
-13.7  6  1.187650e-10
-14  6  7.798546e-08
-14.3  6  2.469679e-05
-14.7  6  1.333700e-03
-15  6  2.264925e-02
-15.3  6  2.503941e-01
-15.7  6  9.521189e-01
-16  6  3.464100e+00
-16.3  6  8.157878e+00
-16.7  6  1.294604e+01
-17  6  1.548287e+01
-17.3  6  3.726867e+01
-17.7  6  3.707994e+01
-18  6  3.533579e+01
-18.3  6  2.582345e+01
-18.7  6  1.572500e+01
-19  6  1.064000e+01
-19.3  6  6.454119e+00
-19.7  6  2.755946e+00
-20  6  1.725674e+00
-20.3  6  1.201935e+00
-20.7  6  5.391123e-01
-21  6  1.730992e-01
-21.3  6  3.536459e-02
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  8.715285e-11
-13.7  8  5.237435e-08
-14  8  7.270584e-06
-14.3  8  5.216813e-04
-14.7  8  9.958689e-03
-15  8  1.401684e-01
-15.3  8  7.704883e-01
-15.7  8  2.228932e+00
-16  8  5.036634e+00
-16.3  8  9.098929e+00
-16.7  8  8.868363e+00
-17  8  2.064228e+01
-17.3  8  3.198647e+01
-17.7  8  3.435269e+01
-18  8  3.000633e+01
-18.3  8  2.545446e+01
-18.7  8  1.436153e+01
-19  8  9.531035e+00
-19.3  8  5.902074e+00
-19.7  8  2.869870e+00
-20  8  2.238823e+00
-20.3  8  1.303904e+00
-20.7  8  3.476067e-01
-21  8  7.233191e-02
-2.130000e+01  8.000000e+00  0.0
-2.170000e+01  8.000000e+00  0.0
-2.200000e+01  8.000000e+00  0.0
-13.3  9  1.230760e-08
-13.7  9  2.879781e-06
-14  9  1.966260e-04
-14.3  9  7.165864e-03
-14.7  9  7.137001e-02
-15  9  5.940211e-01
-15.3  9  2.883988e+00
-15.7  9  5.577206e+00
-16  9  9.104725e+00
-16.3  9  1.061111e+01
-16.7  9  1.895844e+01
-17  9  3.683861e+01
-17.3  9  4.351911e+01
-17.7  9  3.842648e+01
-18  9  3.552837e+01
-18.3  9  2.733761e+01
-18.7  9  1.492037e+01
-19  9  9.748917e+00
-19.3  9  6.474720e+00
-19.7  9  3.847119e+00
-20  9  2.142008e+00
-20.3  9  7.209740e-01
-20.7  9  1.256237e-01
-2.100000e+01  9.000000e+00  0.0
-2.130000e+01  9.000000e+00  0.0
-2.170000e+01  9.000000e+00  0.0
-2.200000e+01  9.000000e+00  0.0
-13.3  11  1.335969e-06
-13.7  11  8.625482e-05
-14  11  2.820591e-03
-14.3  11  3.661812e-02
-14.7  11  3.180701e-01
-15  11  2.158033e+00
-15.3  11  6.552757e+00
-15.7  11  8.645166e+00
-16  11  9.703397e+00
-16.3  11  1.938894e+01
-16.7  11  2.030411e+01
-17  11  3.425961e+01
-17.3  11  3.591659e+01
-17.7  11  3.028917e+01
-18  11  2.710738e+01
-18.3  11  2.058791e+01
-18.7  11  1.301960e+01
-19  11  9.218075e+00
-19.3  11  6.087234e+00
-19.7  11  2.951449e+00
-20  11  9.461646e-01
-20.3  11  2.265235e-01
-2.070000e+01  1.100000e+01  0.0
-2.100000e+01  1.100000e+01  0.0
-2.130000e+01  1.100000e+01  0.0
-2.170000e+01  1.100000e+01  0.0
-2.200000e+01  1.100000e+01  0.0
-13.3  14  1.130038e-04
-13.7  14  2.517219e-03
-14  14  2.423828e-02
-14.3  14  2.075032e-01
-14.7  14  1.572677e+00
-15  14  4.776336e+00
-15.3  14  1.153948e+01
-15.7  14  8.379119e+00
-16  14  1.878496e+01
-16.3  14  2.507417e+01
