# log10(y)    mass[MeV]    Nhits
-13.3  5  3.420294e-04
-13.7  5  2.174918e-03
-14  5  1.597746e-02
-14.3  5  9.116707e-02
-14.7  5  3.014095e-01
-15  5  7.651293e-01
-15.3  5  1.555052e+00
-15.7  5  1.990732e+00
-16  5  2.081906e+00
-16.3  5  2.649448e+00
-16.7  5  1.566581e+00
-17  5  1.527519e+00
-17.3  5  1.236203e+00
-17.7  5  9.807537e-01
-18  5  7.615817e-01
-18.3  5  5.493468e-01
-18.7  5  3.322032e-01
-19  5  2.329595e-01
-19.3  5  1.611097e-01
-19.7  5  8.314806e-02
-20  5  5.878158e-02
-20.3  5  4.333195e-02
-20.7  5  2.483931e-02
-21  5  1.522705e-02
-21.3  5  6.087310e-03
-21.7  5  1.185463e-03
-2.200000e+01  5.000000e+00  0.0
-13.3  6  9.186802e-04
-13.7  6  6.874698e-03
-14  6  2.451124e-02
-14.3  6  1.492269e-01
-14.7  6  4.871483e-01
-15  6  9.824118e-01
-15.3  6  1.977462e+00
-15.7  6  1.791173e+00
-16  6  1.952709e+00
-16.3  6  1.653172e+00
-16.7  6  1.212381e+00
-17  6  1.067273e+00
-17.3  6  1.153403e+00
-17.7  6  8.054906e-01
-18  6  6.131212e-01
-18.3  6  3.809899e-01
-18.7  6  2.081740e-01
-19  6  1.332285e-01
-19.3  6  7.849749e-02
-19.7  6  3.330989e-02
-20  6  2.114501e-02
-20.3  6  1.498522e-02
-20.7  6  6.814052e-03
-21  6  2.247662e-03
-21.3  6  4.808635e-04
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  5.626629e-03
-13.7  8  1.912562e-02
-14  8  6.043710e-02
-14.3  8  2.325739e-01
-14.7  8  4.739961e-01
-15  8  1.202274e+00
-15.3  8  1.605365e+00
-15.7  8  1.487441e+00
-16  8  1.288753e+00
-16.3  8  1.040259e+00
-16.7  8  7.054824e-01
-17  8  6.618302e-01
-17.3  8  5.675088e-01
-17.7  8  4.248328e-01
-18  8  2.778955e-01
-18.3  8  1.890695e-01
-18.7  8  9.303878e-02
-19  8  5.595328e-02
-19.3  8  3.215474e-02
-19.7  8  1.515075e-02
-20  8  1.172596e-02
-20.3  8  6.831671e-03
-20.7  8  1.837946e-03
-21  8  3.932194e-04
-2.130000e+01  8.000000e+00  0.0
-2.170000e+01  8.000000e+00  0.0
-2.200000e+01  8.000000e+00  0.0
-13.3  9  6.986130e-03
-13.7  9  3.009448e-02
-14  9  1.108657e-01
-14.3  9  3.853382e-01
-14.7  9  6.304342e-01
-15  9  1.252221e+00
-15.3  9  1.921424e+00
-15.7  9  1.433775e+00
-16  9  1.075198e+00
-16.3  9  8.923826e-01
-16.7  9  6.353475e-01
-17  9  6.638900e-01
-17.3  9  5.253338e-01
-17.7  9  3.312861e-01
-18  9  2.338452e-01
-18.3  9  1.506820e-01
-18.7  9  7.159843e-02
-19  9  4.135967e-02
-19.3  9  2.552697e-02
-19.7  9  1.456847e-02
-20  9  7.960007e-03
-20.3  9  2.611307e-03
-20.7  9  4.428770e-04
-2.100000e+01  9.000000e+00  0.0
-2.130000e+01  9.000000e+00  0.0
-2.170000e+01  9.000000e+00  0.0
-2.200000e+01  9.000000e+00  0.0
-13.3  11  1.433102e-02
-13.7  11  4.178623e-02
-14  11  1.296017e-01
-14.3  11  2.742222e-01
-14.7  11  5.618193e-01
-15  11  1.230158e+00
-15.3  11  1.514013e+00
-15.7  11  9.372145e-01
-16  11  7.604058e-01
-16.3  11  7.115872e-01
-16.7  11  4.128072e-01
-17  11  4.285545e-01
-17.3  11  3.074830e-01
-17.7  11  1.961304e-01
-18  11  1.320159e-01
-18.3  11  8.262471e-02
-18.7  11  4.350045e-02
-19  11  2.740179e-02
-19.3  11  1.689621e-02
-19.7  11  7.919294e-03
-20  11  2.416486e-03
-20.3  11  5.432880e-04
-2.070000e+01  1.100000e+01  0.0
-2.100000e+01  1.100000e+01  0.0
