# log10(y)    mass[MeV]    Nhits
-13.3  5  1.550227e-04
-13.7  5  1.118316e-03
-14  5  9.590997e-03
-14.3  5  6.534226e-02
-14.7  5  2.621172e-01
-15  5  8.004940e-01
-15.3  5  1.870038e+00
-15.7  5  2.575276e+00
-16  5  2.721194e+00
-16.3  5  3.338943e+00
-16.7  5  1.841593e+00
-17  5  1.649699e+00
-17.3  5  1.266310e+00
-17.7  5  8.213554e-01
-18  5  5.433585e-01
-18.3  5  3.346503e-01
-18.7  5  1.688654e-01
-19  5  9.627945e-02
-19.3  5  5.503983e-02
-19.7  5  2.331764e-02
-20  5  1.360699e-02
-20.3  5  8.164796e-03
-20.7  5  4.224046e-03
-21  5  2.459451e-03
-21.3  5  9.004136e-04
-21.7  5  1.573872e-04
-2.200000e+01  5.000000e+00  0.0
-13.3  6  6.239280e-04
-13.7  6  4.474052e-03
-14  6  1.630053e-02
-14.3  6  1.083294e-01
-14.7  6  4.020786e-01
-15  6  9.369546e-01
-15.3  6  2.151810e+00
-15.7  6  2.139837e+00
-16  6  2.432985e+00
-16.3  6  2.052286e+00
-16.7  6  1.449853e+00
-17  6  1.241807e+00
-17.3  6  1.171739e+00
-17.7  6  7.249011e-01
-18  6  4.876664e-01
-18.3  6  2.641730e-01
-18.7  6  1.250893e-01
-19  6  7.128144e-02
-19.3  6  3.786039e-02
-19.7  6  1.460988e-02
-20  6  8.865303e-03
-20.3  6  6.215980e-03
-20.7  6  2.832665e-03
-21  6  9.509434e-04
-21.3  6  2.145264e-04
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  6.108273e-03
-13.7  8  1.704566e-02
-14  8  4.685007e-02
-14.3  8  1.676999e-01
-14.7  8  3.413948e-01
-15  8  9.161706e-01
-15.3  8  1.345407e+00
-15.7  8  1.383087e+00
-16  8  1.311694e+00
-16.3  8  1.124222e+00
-16.7  8  7.761806e-01
-17  8  7.354560e-01
-17.3  8  6.058063e-01
-17.7  8  4.272112e-01
-18  8  2.566876e-01
