# log10(y)    mass[MeV]    Nhits
-13.3  5  2.977816e-14
-13.7  5  4.673210e-11
-14  5  2.367606e-08
-14.3  5  3.327238e-06
-14.7  5  1.277239e-04
-15  5  2.167929e-03
-15.3  5  1.910165e-02
-15.7  5  7.585369e-02
-16  5  1.904868e-01
-16.3  5  4.699110e-01
-16.7  5  4.539965e-01
-17  5  6.067790e-01
-17.3  5  5.577867e-01
-17.7  5  5.918663e-01
-18  5  5.608033e-01
-18.3  5  5.321719e-01
-18.7  5  4.744666e-01
-19  5  5.097683e-01
-19.3  5  4.852311e-01
-19.7  5  3.230101e-01
-20  5  2.748561e-01
-20.3  5  2.339984e-01
-20.7  5  1.414620e-01
-21  5  8.866885e-02
-21.3  5  3.655456e-02
-21.7  5  7.295389e-03
-2.200000e+01  5.000000e+00  0.0
-13.3  6  1.507096e-11
-13.7  6  9.019913e-09
-14  6  9.986548e-07
-14.3  6  8.362062e-05
-14.7  6  1.785695e-03
-15  6  1.512456e-02
-15.3  6  9.471802e-02
-15.7  6  2.141532e-01
-16  6  4.788732e-01
-16.3  6  7.187912e-01
-16.7  6  7.942089e-01
-17  6  8.173165e-01
-17.3  6  1.294396e+00
-17.7  6  1.055311e+00
-18  6  9.046216e-01
-18.3  6  6.634170e-01
-18.7  6  4.757092e-01
-19  6  4.169590e-01
-19.3  6  3.526818e-01
-19.7  6  2.331534e-01
-20  6  2.094021e-01
-20.3  6  1.852268e-01
-20.7  6  9.598704e-02
-21  6  3.895136e-02
-21.3  6  1.094545e-02
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  1.097558e-08
-13.7  8  9.059952e-07
-14  8  3.070575e-05
-14.3  8  7.720987e-04
-14.7  8  6.860644e-03
-15  8  5.531870e-02
-15.3  8  1.963617e-01
-15.7  8  4.048988e-01
-16  8  6.840895e-01
-16.3  8  9.425572e-01
-16.7  8  8.026023e-01
-17  8  1.282283e+00
-17.3  8  1.497741e+00
-17.7  8  1.325156e+00
-18  8  9.714441e-01
-18.3  8  7.051642e-01
-18.7  8  3.543108e-01
-19  8  2.119581e-01
-19.3  8  1.175848e-01
-19.7  8  5.275779e-02
-20  8  3.914181e-02
-20.3  8  2.213956e-02
-20.7  8  5.616538e-03
-21  8  1.099493e-03
-2.130000e+01  8.000000e+00  0.0
-2.170000e+01  8.000000e+00  0.0
-2.200000e+01  8.000000e+00  0.0
-13.3  9  2.657828e-07
-13.7  9  1.477320e-05
-14  9  3.441421e-04
-14.3  9  5.364788e-03
-14.7  9  2.886138e-02
-15  9  1.533208e-01
-15.3  9  5.349097e-01
-15.7  9  7.990932e-01
-16  9  1.049454e+00
-16.3  9  1.102600e+00
-16.7  9  1.427564e+00
-17  9  2.134908e+00
-17.3  9  2.081212e+00
-17.7  9  1.534164e+00
-18  9  1.203309e+00
-18.3  9  8.178274e-01
-18.7  9  3.990322e-01
-19  9  2.313462e-01
-19.3  9  1.407217e-01
-19.7  9  7.885374e-02
-20  9  4.251322e-02
-20.3  9  1.359677e-02
-20.7  9  2.205865e-03
-2.100000e+01  9.000000e+00  0.0
-2.130000e+01  9.000000e+00  0.0
-2.170000e+01  9.000000e+00  0.0
-2.200000e+01  9.000000e+00  0.0
-13.3  11  4.901876e-06
-13.7  11  1.070526e-04
-14  11  1.568025e-03
-14.3  11  1.141762e-02
-14.7  11  6.571692e-02
-15  11  3.378826e-01
-15.3  11  8.498923e-01
-15.7  11  9.754327e-01
-16  11  1.032575e+00
-16.3  11  1.773895e+00
-16.7  11  1.587678e+00
-17  11  2.268449e+00
-17.3  11  2.035282e+00
-17.7  11  1.505335e+00
-18  11  1.156626e+00
-18.3  11  7.798990e-01
-18.7  11  4.327046e-01
-19  11  2.776853e-01
-19.3  11  1.715946e-01
-19.7  11  8.019828e-02
-20  11  2.424492e-02
-20.3  11  5.319786e-03
-2.070000e+01  1.100000e+01  0.0
-2.100000e+01  1.100000e+01  0.0
-2.130000e+01  1.100000e+01  0.0
-2.170000e+01  1.100000e+01  0.0
