# log10(y)    mass[MeV]    Nhits
-13.3  5  7.957479e-15
-13.7  5  1.417905e-11
-14  5  7.803003e-09
-14.3  5  1.174458e-06
-14.7  5  4.946821e-05
-15  5  9.622769e-04
-15.3  5  9.995865e-03
-15.7  5  4.705285e-02
-16  5  1.422320e-01
-16.3  5  4.431387e-01
-16.7  5  5.793591e-01
-17  5  1.058663e+00
-17.3  5  1.158276e+00
-17.7  5  2.177567e+00
-18  5  2.987983e+00
-18.3  5  3.605908e+00
-18.7  5  3.605177e+00
-19  5  3.915860e+00
-19.3  5  3.611096e+00
-19.7  5  2.297793e+00
-20  5  1.864257e+00
-20.3  5  1.503542e+00
-20.7  5  8.831683e-01
-21  5  5.452150e-01
-21.3  5  2.187090e-01
-21.7  5  4.207883e-02
-2.200000e+01  5.000000e+00  0.0
-13.3  6  1.947853e-11
-13.7  6  8.910286e-09
-14  6  7.690441e-07
-14.3  6  5.223014e-05
-14.7  6  9.625359e-04
-15  6  7.490489e-03
-15.3  6  4.656735e-02
-15.7  6  1.135364e-01
-16  6  2.923037e-01
-16.3  6  5.384477e-01
-16.7  6  7.633604e-01
-17  6  8.989308e-01
-17.3  6  2.366936e+00
-17.7  6  2.781471e+00
-18  6  3.343531e+00
-18.3  6  3.390157e+00
-18.7  6  3.091468e+00
-19  6  3.019100e+00
-19.3  6  2.650406e+00
-19.7  6  1.733296e+00
-20  6  1.510416e+00
-20.3  6  1.302851e+00
-20.7  6  6.641447e-01
-21  6  2.620782e-01
-21.3  6  7.077366e-02
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  1.235309e-08
-13.7  8  8.516413e-07
-14  8  2.506253e-05
-14.3  8  5.802991e-04
-14.7  8  4.940050e-03
-15  8  3.807772e-02
-15.3  8  1.269930e-01
-15.7  8  2.474087e-01
-16  8  4.096671e-01
-16.3  8  5.882888e-01
-16.7  8  5.255923e-01
-17  8  1.068535e+00
-17.3  8  1.672745e+00
