# log10(y)    mass[MeV]    Nhits
-13.3  5  3.688603e-07
-13.7  5  8.610741e-06
-14  5  1.772569e-04
-14.3  5  2.390125e-03
-14.7  5  1.709565e-02
-15  5  8.712616e-02
-15.3  5  3.180388e-01
-15.7  5  6.427013e-01
-16  5  9.505012e-01
-16.3  5  1.589633e+00
-16.7  5  1.208352e+00
-17  5  1.484237e+00
-17.3  5  1.360774e+00
-17.7  5  1.571515e+00
-18  5  1.502646e+00
-18.3  5  1.249619e+00
-18.7  5  8.326833e-01
-19  5  6.071185e-01
-19.3  5  4.123984e-01
-19.7  5  2.000238e-01
-20  5  1.282689e-01
-20.3  5  8.174209e-02
-20.7  5  4.280035e-02
-21  5  2.493379e-02
-21.3  5  9.054024e-03
-21.7  5  1.538885e-03
-2.200000e+01  5.000000e+00  0.0
-13.3  6  4.518387e-06
-13.7  6  1.078884e-04
-14  6  9.578981e-04
-14.3  6  1.198347e-02
-14.7  6  6.893965e-02
-15  6  2.277759e-01
-15.3  6  7.082086e-01
-15.7  6  9.223729e-01
-16  6  1.325855e+00
-16.3  6  1.390809e+00
-16.7  6  1.207351e+00
-17  6  1.148544e+00
-17.3  6  1.643079e+00
-17.7  6  1.386727e+00
-18  6  1.235574e+00
-18.3  6  8.869775e-01
-18.7  6  5.503880e-01
-19  6  3.867812e-01
-19.3  6  2.477940e-01
-19.7  6  1.151195e-01
-20  6  7.831663e-02
-20.3  6  5.807994e-02
-20.7  6  2.714682e-02
-21  6  9.371107e-03
-21.3  6  2.137996e-03
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  1.017090e-04
-13.7  8  9.087339e-04
-14  8  6.273985e-03
-14.3  8  4.611220e-02
-14.7  8  1.554368e-01
-15  8  5.761478e-01
-15.3  8  1.047962e+00
-15.7  8  1.241804e+00
-16  8  1.309432e+00
-16.3  8  1.222915e+00
-16.7  8  8.793381e-01
-17  8  9.507002e-01
-17.3  8  9.098519e-01
-17.7  8  7.492104e-01
-18  8  5.457696e-01
-18.3  8  4.153423e-01
-18.7  8  2.233736e-01
-19  8  1.452560e-01
-19.3  8  8.990935e-02
-19.7  8  4.424212e-02
-20  8  3.493630e-02
-20.3  8  2.052656e-02
-20.7  8  5.567467e-03
-21  8  1.187915e-03
-2.130000e+01  8.000000e+00  0.0
-2.170000e+01  8.000000e+00  0.0
-2.200000e+01  8.000000e+00  0.0
-13.3  9  2.300151e-04
-13.7  9  2.524999e-03
