# log10(y)    mass[MeV]    Nhits
-13.3  5  4.330964e-18
-13.7  5  1.349144e-13
-14  5  6.446862e-10
-14.3  5  4.587402e-07
-14.7  5  5.459748e-05
-15  5  1.903904e-03
-15.3  5  2.481347e-02
-15.7  5  5.056743e-02
-16  5  2.866082e-01
-16.3  5  1.242689e+00
-16.7  5  2.110556e+00
-17  5  4.653347e+00
-17.3  5  5.708468e+00
-17.7  5  1.505382e+01
-18  5  2.346747e+01
-18.3  5  2.930908e+01
-18.7  5  2.922612e+01
-19  5  2.908442e+01
-19.3  5  2.533690e+01
-19.7  5  1.535409e+01
-20  5  1.193501e+01
-20.3  5  9.335995e+00
-20.7  5  5.430785e+00
-21  5  3.367910e+00
-21.3  5  1.347736e+00
-21.7  5  2.670739e-01
-2.200000e+01  5.000000e+00  0.0
-13.3  6  7.293975e-15
-13.7  6  3.160639e-11
-14  6  1.628732e-08
-14.3  6  5.520989e-06
-14.7  6  3.991310e-04
-15  6  8.894936e-03
-15.3  6  2.498785e-02
-15.7  6  3.712275e-01
-16  6  1.219335e+00
-16.3  6  2.864690e+00
-16.7  6  4.887658e+00
-17  6  6.204096e+00
-17.3  6  1.827334e+01
-17.7  6  2.092357e+01
-18  6  2.464027e+01
-18.3  6  2.282322e+01
-18.7  6  1.889593e+01
-19  6  1.663147e+01
-19.3  6  1.339821e+01
-19.7  6  8.141969e+00
-20  6  6.688659e+00
-20.3  6  5.509298e+00
-20.7  6  1.833910e+00
-21  6  7.185812e-01
-21.3  6  1.827418e-01
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  1.060647e-10
-13.7  8  4.102110e-08
-14  8  3.916611e-06
-14.3  8  2.211592e-04
-14.7  8  4.137051e-03
-15  8  2.876249e-02
-15.3  8  3.032522e-01
-15.7  8  8.218536e-01
-16  8  1.782069e+00
-16.3  8  2.803029e+00
-16.7  8  2.642285e+00
-17  8  5.199508e+00
-17.3  8  6.829716e+00
-17.7  8  7.731565e+00
-18  8  7.818952e+00
-18.3  8  8.335583e+00
-18.7  8  6.250055e+00
-19  8  6.128844e+00
-19.3  8  6.133664e+00
-19.7  8  4.490302e+00
-20  8  4.605631e+00
-20.3  8  3.177174e+00
-20.7  8  1.152073e+00
-21  8  3.575229e-01
-2.130000e+01  8.000000e+00  0.0
-2.170000e+01  8.000000e+00  0.0
-2.200000e+01  8.000000e+00  0.0
-13.3  9  3.149983e-10
-13.7  9  5.158266e-08
-14  9  2.913477e-06
-14.3  9  1.185542e-04
-14.7  9  1.815217e-03
-15  9  2.406301e-01
-15.3  9  1.082203e+00
-15.7  9  2.108949e+00
-16  9  3.428062e+00
-16.3  9  3.871278e+00
-16.7  9  7.013620e+00
-17  9  1.462961e+01
-17.3  9  1.865651e+01
-17.7  9  1.821575e+01
-18  9  1.939681e+01
-18.3  9  1.543027e+01
-18.7  9  9.015480e+00
-19  9  7.984427e+00
-19.3  9  6.674070e+00
-19.7  9  4.679278e+00
-20  9  2.920944e+00
-20.3  9  1.250449e+00
-20.7  9  2.690623e-01
-2.100000e+01  9.000000e+00  0.0
-2.130000e+01  9.000000e+00  0.0
-2.170000e+01  9.000000e+00  0.0
-2.200000e+01  9.000000e+00  0.0
-13.3  11  7.982357e-10
-13.7  11  3.074264e-07
-14  11  3.410579e-05
-14.3  11  1.037181e-03
-14.7  11  1.674424e-02
-15  11  8.966410e-01
-15.3  11  2.585767e+00
-15.7  11  3.110830e+00
-16  11  3.130097e+00
-16.3  11  6.786107e+00
-16.7  11  6.517858e+00
-17  11  1.051620e+01
-17.3  11  1.151531e+01
-17.7  11  9.897351e+00
-18  11  8.933483e+00
-18.3  11  8.161890e+00
-18.7  11  6.651062e+00
-19  11  6.115075e+00
-19.3  11  4.835649e+00
-19.7  11  2.607283e+00
-20  11  9.679797e-01
-20.3  11  3.163490e-01
-2.070000e+01  1.100000e+01  0.0
-2.100000e+01  1.100000e+01  0.0
-2.130000e+01  1.100000e+01  0.0
-2.170000e+01  1.100000e+01  0.0
-2.200000e+01  1.100000e+01  0.0
-13.3  14  3.112329e-04
-13.7  14  4.566898e-03
-14  14  2.837303e-02
-14.3  14  1.501614e-01
-14.7  14  1.017474e+00
-15  14  2.793305e+00
-15.3  14  5.235050e+00
-15.7  14  4.780555e+00
-16  14  6.583373e+00
-16.3  14  8.770914e+00
-16.7  14  1.017709e+01
-17  14  1.043719e+01
-17.3  14  1.145140e+01
-17.7  14  8.117585e+00
-18  14  5.834401e+00
-18.3  14  6.186653e+00
-18.7  14  4.528256e+00
-19  14  3.688270e+00
-19.3  14  2.249166e+00
-19.7  14  7.034509e-01
-20  14  1.644743e-01
-2.030000e+01  1.400000e+01  0.0
-2.070000e+01  1.400000e+01  0.0
-2.100000e+01  1.400000e+01  0.0
-2.130000e+01  1.400000e+01  0.0
-2.170000e+01  1.400000e+01  0.0
-2.200000e+01  1.400000e+01  0.0
-13.3  17  3.399618e-05
-13.7  17  1.492524e-03
-14  17  8.319170e-02
-14.3  17  5.154996e-01
-14.7  17  1.556205e+00
-15  17  4.710670e+00
-15.3  17  8.856164e+00
-15.7  17  8.641866e+00
-16  17  9.141668e+00
-16.3  17  1.429932e+01
-16.7  17  1.136795e+01
-17  17  1.087747e+01
-17.3  17  9.470309e+00
-17.7  17  5.389843e+00
-18  17  3.434627e+00
-18.3  17  2.315750e+00
-18.7  17  1.266757e+00
-19  17  8.098111e-01
-19.3  17  2.339655e-01
-19.7  17  4.103312e-02
-2.000000e+01  1.700000e+01  0.0
-2.030000e+01  1.700000e+01  0.0
-2.070000e+01  1.700000e+01  0.0
-2.100000e+01  1.700000e+01  0.0
-2.130000e+01  1.700000e+01  0.0
-2.170000e+01  1.700000e+01  0.0
-2.200000e+01  1.700000e+01  0.0
-13.3  21  1.063165e-03
-13.7  21  8.665746e-03
-14  21  1.209791e-01
-14.3  21  5.463239e-01
-14.7  21  9.257389e-01
-15  21  3.565168e+00
-15.3  21  6.400471e+00
-15.7  21  9.575692e+00
-16  21  1.176181e+01
-16.3  21  1.036741e+01
-16.7  21  8.690210e+00
-17  21  7.429899e+00
-17.3  21  5.377328e+00
-17.7  21  3.379678e+00
-18  21  3.011695e+00
-18.3  21  2.822681e+00
-18.7  21  1.524162e+00
-19  21  6.132921e-01
-19.3  21  1.580358e-01
-1.970000e+01  2.100000e+01  0.0
-2.000000e+01  2.100000e+01  0.0
-2.030000e+01  2.100000e+01  0.0
-2.070000e+01  2.100000e+01  0.0
-2.100000e+01  2.100000e+01  0.0
-2.130000e+01  2.100000e+01  0.0
-2.170000e+01  2.100000e+01  0.0
-2.200000e+01  2.100000e+01  0.0
-13.3  26  1.022939e-02
-13.7  26  3.055066e-02
-14  26  1.574429e-01
-14.3  26  1.247552e+00
-14.7  26  2.127646e+00
-15  26  3.856391e+00
-15.3  26  1.104316e+01
-15.7  26  9.054345e+00
-16  26  1.137421e+01
-16.3  26  1.008970e+01
-16.7  26  7.921783e+00
-17  26  5.799786e+00
-17.3  26  3.579857e+00
-17.7  26  1.804129e+00
-18  26  1.476349e+00
-18.3  26  7.890834e-01
-18.7  26  1.708642e-01
-19  26  2.579635e-02
-1.930000e+01  2.600000e+01  0.0
-1.970000e+01  2.600000e+01  0.0
