# log10(y)    mass[MeV]    Nhits
-13.3  5  9.403399e-19
-13.7  5  2.183592e-14
-14  5  9.667790e-11
-14.3  5  1.051501e-07
-14.7  5  2.595638e-05
-15  5  1.848098e-03
-15.3  5  9.495702e-03
-15.7  5  1.570286e-01
-16  5  7.071016e-01
-16.3  5  2.943744e+00
-16.7  5  4.204468e+00
-17  5  7.431787e+00
-17.3  5  7.821475e+00
-17.7  5  1.054747e+01
-18  5  9.631149e+00
-18.3  5  7.944964e+00
-18.7  5  5.110229e+00
-19  5  3.536352e+00
-19.3  5  2.246542e+00
-19.7  5  9.700969e-01
-20  5  5.822879e-01
-20.3  5  3.323297e-01
-20.7  5  1.630953e-01
-21  5  2.838662e-02
-21.3  5  9.246224e-03
-21.7  5  1.347254e-03
-2.200000e+01  5.000000e+00  0.0
-13.3  6  1.294514e-14
-13.7  6  5.493011e-11
-14  6  2.769093e-08
-14.3  6  9.052587e-06
-14.7  6  6.231824e-04
-15  6  1.324115e-02
-15.3  6  1.870079e-01
-15.7  6  6.577341e-01
-16  6  2.075023e+00
-16.3  6  5.539691e+00
-16.7  6  7.129923e+00
-17  6  8.082809e+00
-17.3  6  1.965317e+01
-17.7  6  2.113928e+01
-18  6  2.292003e+01
-18.3  6  1.722573e+01
-18.7  6  1.193150e+01
-19  6  8.472319e+00
-19.3  6  5.349549e+00
-19.7  6  2.376507e+00
-20  6  1.528881e+00
-20.3  6  1.086065e+00
-20.7  6  3.001468e-01
-21  6  8.536968e-02
-21.3  6  2.917734e-02
-2.170000e+01  6.000000e+00  0.0
-2.200000e+01  6.000000e+00  0.0
-13.3  8  1.595966e-10
-13.7  8  1.078137e-07
-14  8  1.504935e-05
-14.3  8  9.885619e-04
-14.7  8  1.542893e-02
-15  8  9.503453e-02
-15.3  8  4.932432e-01
-15.7  8  1.283922e+00
-16  8  2.666545e+00
-16.3  8  4.350200e+00
-16.7  8  4.102514e+00
-17  8  8.225888e+00
-17.3  8  1.190599e+01
-17.7  8  1.189683e+01
-18  8  9.781498e+00
-18.3  8  8.294168e+00
-18.7  8  4.521094e+00
-19  8  3.001883e+00
-19.3  8  1.816827e+00
-19.7  8  9.064362e-01
-20  8  6.990413e-01
-20.3  8  3.546091e-01
-20.7  8  3.209499e-02
-21  8  2.050332e-02
-2.130000e+01  8.000000e+00  0.0
-2.170000e+01  8.000000e+00  0.0
-2.200000e+01  8.000000e+00  0.0
-13.3  9  1.454554e-08
-13.7  9  2.717770e-06
-14  9  1.255773e-04
-14.3  9  2.815915e-03
-14.7  9  1.816545e-02
-15  9  6.737954e-01
-15.3  9  3.034845e+00
-15.7  9  4.440717e+00
-16  9  6.559746e+00
-16.3  9  8.911234e+00
-16.7  9  1.413253e+01
-17  9  2.531683e+01
-17.3  9  2.825143e+01
-17.7  9  2.365568e+01
-18  9  1.987206e+01
-18.3  9  1.440028e+01
-18.7  9  7.493394e+00
-19  9  4.799888e+00
-19.3  9  3.054394e+00
-19.7  9  1.758838e+00
-20  9  9.578077e-01
-20.3  9  3.027342e-01
-20.7  9  1.316087e-02
-2.100000e+01  9.000000e+00  0.0
-2.130000e+01  9.000000e+00  0.0
-2.170000e+01  9.000000e+00  0.0
-2.200000e+01  9.000000e+00  0.0
-13.3  11  3.009980e-06
-13.7  11  2.166190e-04
-14  11  6.688893e-03
-14.3  11  1.675241e-02
-14.7  11  2.230003e-01
-15  11  1.716278e+00
-15.3  11  4.914173e+00
-15.7  11  6.162894e+00
-16  11  6.808570e+00
-16.3  11  1.349128e+01
-16.7  11  1.338984e+01
-17  11  2.212217e+01
-17.3  11  2.919475e+01
-17.7  11  1.626668e+01
-18  11  1.393883e+01
-18.3  11  1.115762e+01
-18.7  11  6.226873e+00
-19  11  4.307924e+00
-19.3  11  2.789736e+00
-19.7  11  1.331358e+00
-20  11  4.180226e-01
-20.3  11  5.656645e-02
-2.070000e+01  1.100000e+01  0.0
-2.100000e+01  1.100000e+01  0.0
-2.130000e+01  1.100000e+01  0.0
-2.170000e+01  1.100000e+01  0.0
-2.200000e+01  1.100000e+01  0.0
-13.3  14  2.538407e-05
-13.7  14  1.046719e-03
-14  14  1.495164e-02
-14.3  14  2.965221e-02
-14.7  14  9.033053e-01
-15  14  2.694109e+00
-15.3  14  1.086462e+01
-15.7  14  7.498330e+00
-16  14  1.497507e+01
-16.3  14  1.745332e+01
-16.7  14  1.748260e+01
-17  14  1.391868e+01
-17.3  14  1.355058e+01
-17.7  14  7.607735e+00
-18  14  5.073928e+00
-18.3  14  3.651456e+00
-18.7  14  1.757225e+00
-19  14  1.225704e+00
-19.3  14  6.068953e-01
-19.7  14  3.319813e-02
-20  14  1.288532e-02
-2.030000e+01  1.400000e+01  0.0
-2.070000e+01  1.400000e+01  0.0
-2.100000e+01  1.400000e+01  0.0
-2.130000e+01  1.400000e+01  0.0
-2.170000e+01  1.400000e+01  0.0
-2.200000e+01  1.400000e+01  0.0
-13.3  17  5.508645e-04
-13.7  17  7.292473e-03
-14  17  3.763680e-02
-14.3  17  2.578639e-01
-14.7  17  6.737870e-01
-15  17  3.205938e+00
-15.3  17  4.152078e+00
-15.7  17  7.484725e+00
-16  17  1.137559e+01
-16.3  17  1.468003e+01
-16.7  17  1.245501e+01
-17  17  1.152070e+01
-17.3  17  1.005783e+01
-17.7  17  6.121715e+00
-18  17  4.493956e+00
-18.3  17  2.819373e+00
-18.7  17  1.368355e+00
-19  17  4.225745e-01
-19.3  17  9.716662e-02
-19.7  17  2.373259e-02
-2.000000e+01  1.700000e+01  0.0
-2.030000e+01  1.700000e+01  0.0
-2.070000e+01  1.700000e+01  0.0
-2.100000e+01  1.700000e+01  0.0
-2.130000e+01  1.700000e+01  0.0
-2.170000e+01  1.700000e+01  0.0
-2.200000e+01  1.700000e+01  0.0
-13.3  21  3.199932e-05
-13.7  21  1.021473e-03
-14  21  1.812317e-02
-14.3  21  4.299937e-01
-14.7  21  7.967601e-01
-15  21  4.000382e+00
-15.3  21  8.330284e+00
-15.7  21  7.646238e+00
-16  21  1.613592e+01
-16.3  21  2.035035e+01
-16.7  21  2.152787e+01
