# m_a[MeV] g_a Z
0.25 3.15693e-05 0.2797055709792875
0.2899749006410853 3.15693e-05 0.2797055709792875
0.33634177200722903 3.15693e-05 0.2872608015262072
0.39012268767697117 3.15693e-05 0.42841412757655184
0.45250315038785144 3.15693e-05 0.4261514164076208
0.5248582242939811 3.15693e-05 0.3070691045578678
0.6087828457612144 3.15693e-05 0.36010436305875476
0.7061269808464211 3.15693e-05 0.430966492645587
0.8190364044437219 3.15693e-05 0.18398051424612494
0.95 3.15693e-05 0.2238691891137567
0.25 5e-05 0.2797055709792875
0.2899749006410853 5e-05 0.2797055709792875
0.33634177200722903 5e-05 0.2945226933727149
0.39012268767697117 5e-05 0.4111915912688537
0.45250315038785144 5e-05 0.03772327622692944
0.5248582242939811 5e-05 0.6559935033132027
0.6087828457612144 5e-05 0.9000494757525388
0.7061269808464211 5e-05 1.066999092453908
0.8190364044437219 5e-05 1.5835450591760456
0.95 5e-05 1.4458710722284585
0.25 6e-05 0.2797055709792875
0.2899749006410853 6e-05 0.2797055709792875
0.33634177200722903 6e-05 0.29691266250818094
0.39012268767697117 6e-05 0.2678099306526945
0.45250315038785144 6e-05 0.628810906971967
0.5248582242939811 6e-05 1.6422358788496945
0.6087828457612144 6e-05 2.168630014277122
0.7061269808464211 6e-05 2.5617551213883742
0.8190364044437219 6e-05 3.208160494002488
0.95 6e-05 3.0335060994864027
0.25 7e-05 0.2797055709792875
0.2899749006410853 7e-05 0.2797055709792875
0.33634177200722903 7e-05 0.2967681328743949
0.39012268767697117 7e-05 0.003453847711533626
0.45250315038785144 7e-05 1.4316920511532205
0.5248582242939811 7e-05 2.8681344184461577
0.6087828457612144 7e-05 3.71121492016715
0.7061269808464211 7e-05 4.355696904661886
0.8190364044437219 7e-05 5.132969932197619
0.95 7e-05 4.944895152458871
0.25 8e-05 0.2797055709792875
0.2899749006410853 8e-05 0.2797055709792875
0.33634177200722903 8e-05 0.29284686729821796
0.39012268767697117 8e-05 0.38414130722123874
0.45250315038785144 8e-05 2.3902699920593387
0.5248582242939811 8e-05 4.240638427023804
0.6087828457612144 8e-05 5.404078677469841
0.7061269808464211 8e-05 6.2981925879775815
0.8190364044437219 8e-05 7.201299953893026
0.95 8e-05 7.017368471126898
0.25 9e-05 0.2797055709792875
0.2899749006410853 9e-05 0.2797055709792875
0.33634177200722903 9e-05 0.28381729478691425
0.39012268767697117 9e-05 0.8861913906864772
0.45250315038785144 9e-05 3.4638602193393977
0.5248582242939811 9e-05 5.715529238432254
0.6087828457612144 9e-05 7.199735396984977
0.7061269808464211 9e-05 99
0.8190364044437219 9e-05 99
0.95 9e-05 99
0.25 0.0001 0.2797055709792875
0.2899749006410853 0.0001 0.2797055709792875
0.33634177200722903 0.0001 0.26857225907406357
0.39012268767697117 0.0001 1.4771371639714044
0.45250315038785144 0.0001 4.59759268043855
0.5248582242939811 0.0001 7.230639027609823
0.6087828457612144 0.0001 99
0.7061269808464211 0.0001 99
0.8190364044437219 0.0001 99
0.95 0.0001 99
0.25 0.0002 0.2797055709792875
0.2899749006410853 0.0002 0.2797055709792875
0.33634177200722903 0.0002 0.43330700815176654
0.39012268767697117 0.0002 99
0.45250315038785144 0.0002 99
0.5248582242939811 0.0002 99
0.6087828457612144 0.0002 99
0.7061269808464211 0.0002 99
0.8190364044437219 0.0002 99
0.95 0.0002 99
0.25 0.0003 0.2797055709792875
0.2899749006410853 0.0003 0.2797055709792875
0.33634177200722903 0.0003 0.29655629867836714
0.39012268767697117 0.0003 0.29091942957636835
0.45250315038785144 0.0003 0.2909154099633454
0.5248582242939811 0.0003 0.29090999779148663
0.6087828457612144 0.0003 0.29090915399102324
0.7061269808464211 0.0003 0.29636298303665154
0.8190364044437219 0.0003 0.29666212814396015
0.95 0.0003 0.2966649320756206
0.25 0.0004 0.2797055709792875
0.2899749006410853 0.0004 0.2797055709792875
0.33634177200722903 0.0004 0.2797055709792875
0.39012268767697117 0.0004 0.2797055709792875
0.45250315038785144 0.0004 0.2797055709792875
0.5248582242939811 0.0004 0.2797055709792875
0.6087828457612144 0.0004 0.2797055709792875
0.7061269808464211 0.0004 0.2797055709792875
0.8190364044437219 0.0004 0.2797055709792875
0.95 0.0004 0.2797055709792875
0.25 0.0005 0.2797055709792875
0.2899749006410853 0.0005 0.2797055709792875
0.33634177200722903 0.0005 0.2797055709792875
0.39012268767697117 0.0005 0.2797055709792875
0.45250315038785144 0.0005 0.2797055709792875
0.5248582242939811 0.0005 0.2797055709792875
0.6087828457612144 0.0005 0.2797055709792875
0.7061269808464211 0.0005 0.2797055709792875
0.8190364044437219 0.0005 0.2797055709792875
0.95 0.0005 0.2797055709792875
